Date,Land Area,Price per m2,Price Total,Subdistrict,Regency,Land Area Category
2024-01-30,2470.0,6500000.0,16055000000.0,Ubud,Gianyar,large
2024-03-30,1050.0,6380952.380952381,6700000000.0,Umalas,Badung,medium
2024-03-30,220.0,17000000.0,3740000000.0,Canggu,Badung,small
2024-03-30,300.0,17500000.0,5250000000.0,Tibubeneng,Badung,small
2024-03-30,3000.0,2000000.0,6000000000.0,Ubud,Gianyar,large
2024-03-30,1200.0,10000000.0,12000000000.0,Ubud,Gianyar,medium
2024-03-30,1725.0,7500000.0,12937500000.0,Canggu,Badung,large
2024-03-30,3500.0,1800000.0,6300000000.0,Bajera,Tabanan,large
2024-03-30,298.0,7500000.0,2235000000.0,Ungasan,Badung,small
2024-03-30,370.0,7500000.0,2775000000.0,Canggu,Badung,medium
2024-03-30,250.0,7600000.0,1900000000.0,Sanur,Denpasar,small
2024-03-30,500.0,12000000.0,6000000000.0,Kuta,Badung,medium
2024-03-30,4320.0,3000000.0,12960000000.0,Kemenuh,Gianyar,large
2024-03-30,100.0,6500000.0,650000000.0,Dalung,Badung,small
2024-03-30,300.0,3733333.3333333335,1120000000.0,Jimbaran,Badung,small
2024-03-30,220.0,17000000.0,3740000000.0,Canggu,Badung,small
2024-03-30,1374.0,1593886.4628820962,2190000000.0,Keramas,Gianyar,medium
2024-03-30,176.0,8000000.0,1408000000.0,Denpasar Barat,Denpasar,small
2024-03-30,600.0,5500000.0,3300000000.0,Pecatu,Badung,medium
2024-03-30,1300.0,11000000.0,14300000000.0,Kuta Selatan,Badung,medium
2024-03-30,1000.0,18000000.0,18000000000.0,Mengwi,Badung,medium
2024-04-08,790.0,8500000.0,6715000000.0,Kuta Selatan,Badung,medium
2024-03-30,2000.0,3500000.0,7000000000.0,Nusa Dua,Badung,large
2024-01-30,1200.0,3650000.0,4380000000.0,Ubud,Gianyar,medium
2024-03-30,460.0,16500000.0,7590000000.0,Petitenget,Badung,medium
2024-03-30,4500.0,3000000.0,13500000000.0,Kaba kaba,Tabanan,large
2024-03-30,7040.0,1988636.3636363635,14000000000.0,Seraya,Karangasem,large
2024-03-30,450.0,16500000.0,7425000000.0,Petitenget,Badung,medium
2024-03-30,2255.0,4966740.576496674,11200000000.0,Dalung,Badung,large
2024-03-30,1100.0,7000000.0,7700000000.0,Pererenan,Badung,medium
2024-03-30,7000.0,1285714.2857142857,9000000000.0,Kubutambahan,Buleleng,large
2024-03-30,6300.0,1400000.0,8820000000.0,Kelating,Tabanan,large
2024-03-30,1400.0,8500000.0,11900000000.0,Uluwatu,Badung,medium
2024-03-30,3700.0,2500000.0,9250000000.0,Pejeng,Gianyar,large
2024-03-30,828.0,14975845.410628019,12400000000.0,Kuta,Badung,medium
2024-03-30,790.0,8500000.0,6715000000.0,Jimbaran,Badung,medium
2024-03-30,300.0,8000000.0,2400000000.0,Uluwatu,Badung,small
2024-03-30,815.0,13000000.0,10595000000.0,Kuta,Badung,medium
2024-03-30,200.0,9500000.0,1900000000.0,Denpasar Selatan,Denpasar,small
2024-03-30,1975.0,15000000.0,29625000000.0,Pecatu,Badung,large
2024-03-30,3575.0,1118881.118881119,4000000000.0,Selemadeg,Tabanan,large
2024-03-30,975.0,3589743.5897435895,3500000000.0,Ungasan,Badung,medium
2024-03-30,414.0,8750000.0,3622500000.0,Sanur Kauh,Denpasar,medium
2024-03-30,400.0,5000000.0,2000000000.0,Tulikup,Gianyar,medium
2024-03-30,4500.0,3850000.0,17325000000.0,Selemadeg,Tabanan,large
2024-03-30,460.0,16500000.0,7590000000.0,Kerobokan,Badung,medium
2024-03-30,146.0,8750000.0,1277500000.0,Denpasar Timur,Denpasar,small
2024-03-30,200.0,5750000.0,1150000000.0,Tanah Lot,Tabanan,small
2024-04-27,229.0,4500000.0,1030500000.0,Uluwatu,Badung,small
2024-03-30,2000.0,6000000.0,12000000000.0,Uluwatu,Badung,large
2024-03-30,1300.0,7500000.0,9750000000.0,Ungasan,Badung,medium
2024-03-30,465.0,7483870.9677419355,3480000000.0,Denpasar Barat,Denpasar,medium
2024-03-30,2050.0,3902439.024390244,8000000000.0,Samsam,Tabanan,large
2024-03-30,1200.0,5750000.0,6900000000.0,Kuta Selatan,Badung,medium
2024-03-30,460.0,11956521.739130436,5500000000.0,Pererenan,Badung,medium
2024-03-30,1350.0,4748148.148148148,6410000000.0,Cemagi,Badung,medium
2024-03-30,367.0,8474114.441416893,3110000000.0,Denpasar Barat,Denpasar,medium
2024-03-30,1835.0,4997275.204359673,9170000000.0,Denpasar Barat,Denpasar,large
2024-03-30,6940.0,1988472.6224783862,13800000000.0,Kuta Selatan,Badung,large
2024-03-30,300.0,7500000.0,2250000000.0,Ungasan,Badung,small
2024-03-30,500.0,10000000.0,5000000000.0,Tibubeneng,Badung,medium
2024-03-30,825.0,4496969.696969697,3710000000.0,Kediri,Tabanan,medium
2024-02-29,1250.0,17000000.0,21250000000.0,Kuta,Badung,medium
2024-03-30,700.0,13000000.0,9100000000.0,Gianyar,Gianyar,medium
2024-03-30,1000.0,5500000.0,5500000000.0,Jimbaran,Badung,medium
2024-03-30,500.0,2500000.0,1250000000.0,Kaba kaba,Tabanan,medium
2024-03-30,966.0,9316770.186335403,9000000000.0,Benoa,Badung,medium
2024-04-24,144.0,1500000.0,216000000.0,Selemadeg,Tabanan,small
2024-03-30,276.0,1699275.3623188406,469000000.0,Batungsel,Tabanan,small
2024-03-30,414.0,8750000.0,3622500000.0,Sanur,Denpasar,medium
2024-03-30,224.0,8500000.0,1904000000.0,Ungasan,Badung,small
2024-03-30,1400.0,8500000.0,11900000000.0,Canggu,Badung,medium
2024-03-30,700.0,6000000.0,4200000000.0,Kerobokan Kaja,Badung,medium
2024-04-15,250.0,8500000.0,2125000000.0,Kerobokan Kaja,Badung,small
2024-03-30,240.0,9500000.0,2280000000.0,Pererenan,Badung,small
2024-03-30,107.0,4500000.0,481500000.0,Benoa,Badung,small
2024-03-30,1100.0,6850000.0,7535000000.0,Nyanyi,Badung,medium
2024-03-30,413.0,8750000.0,3613750000.0,Sanur Kauh,Denpasar,medium
2024-03-30,454.0,12995594.713656388,5900000000.0,Renon,Denpasar,medium
2024-03-30,250.0,12480000.0,3120000000.0,Seminyak,Badung,small
2024-02-29,1395.0,6500000.0,9067500000.0,Benoa,Badung,medium
2024-01-30,500.0,4500000.0,2250000000.0,Ketewel,Gianyar,medium
2024-03-30,414.0,8750000.0,3622500000.0,Sanur,Denpasar,medium
2024-03-30,200.0,5750000.0,1150000000.0,Tanah Lot,Tabanan,small
2024-03-30,414.0,8750000.0,3622500000.0,Sanur,Denpasar,medium
2024-03-30,200.0,5750000.0,1150000000.0,Munggu,Badung,small
2024-03-30,400.0,4750000.0,1900000000.0,Ungasan,Badung,medium
2024-03-30,414.0,8750000.0,3622500000.0,Sanur,Denpasar,medium
2024-03-30,820.0,3658536.5853658537,3000000000.0,Goa Gong,Badung,medium
2024-04-01,820.0,3658536.5853658537,3000000000.0,Goa Gong,Badung,medium
2024-03-30,298.0,7500000.0,2235000000.0,Ungasan,Badung,small
2024-03-30,298.0,7500000.0,2235000000.0,Ungasan,Badung,small
2024-03-30,392.0,9000000.0,3528000000.0,Canggu,Badung,medium
2024-03-30,459.0,16500000.0,7573500000.0,Petitenget,Badung,medium
2024-03-30,4050.0,370370.3703703704,1500000000.0,Selemadeg,Tabanan,large
2024-03-30,500.0,2500000.0,1250000000.0,Ungasan,Badung,medium
2024-04-15,1750.0,1200000.0,2100000000.0,Besakih,Karangasem,large
2024-03-30,3800.0,1200000.0,4560000000.0,Tampaksiring,Gianyar,large
2024-01-30,2600.0,7500000.0,19500000000.0,Nusa Lembongan,Klungkung,large
2024-03-30,1400.0,3000000.0,4200000000.0,Ungasan,Badung,medium
2024-03-30,1000.0,7500000.0,7500000000.0,Panjer,Denpasar,medium
2024-03-30,1650.0,15000000.0,24750000000.0,Cemagi,Badung,large
2024-03-30,3300.0,348484.8484848485,1150000000.0,Selemadeg,Tabanan,large
2024-03-30,100.0,7500000.0,750000000.0,Denpasar Selatan,Denpasar,small
2024-03-30,871.0,13892078.071182549,12100000000.0,Renon,Denpasar,medium
2024-03-30,500.0,17540000.0,8770000000.0,Renon,Denpasar,medium
2024-03-30,4530.0,4481236.203090508,20300000000.0,Singapadu,Gianyar,large
2024-03-30,182.0,4945054.945054945,900000000.0,Kesiman,Denpasar,small
2024-03-30,2800.0,3000000.0,8400000000.0,Kaba kaba,Tabanan,large
2024-03-30,500.0,13000000.0,6500000000.0,Kerobokan,Badung,medium
2024-03-30,414.0,8750000.0,3622500000.0,Sanur,Denpasar,medium
2024-03-30,500.0,13000000.0,6500000000.0,Umalas,Badung,medium
2024-03-30,2000.0,1250000.0,2500000000.0,Dalung,Badung,large
2024-03-30,6330.0,2496050.5529225906,15800000000.0,Nusa Penida,Klungkung,large
2024-03-30,414.0,8750000.0,3622500000.0,Sanur,Denpasar,medium
2024-03-30,2000.0,6000000.0,12000000000.0,Uluwatu,Badung,large
2024-03-30,251.0,3286852.589641434,825000000.0,Saba,Gianyar,small
2024-03-30,719.0,4867872.044506258,3500000000.0,Balangan,Badung,medium
2024-03-30,1200.0,4000000.0,4800000000.0,Singapadu,Gianyar,medium
2024-03-30,600.0,6500000.0,3900000000.0,Denpasar Timur,Denpasar,medium
2024-03-30,5130.0,1748538.0116959065,8970000000.0,Candikuning,Tabanan,large
2024-03-30,6200.0,2000000.0,12400000000.0,Tegallalang,Gianyar,large
2024-03-30,500.0,2750000.0,1375000000.0,Ungasan,Badung,medium
2024-04-01,1000.0,19000000.0,19000000000.0,Pemecutan Kaja,Denpasar,medium
2024-03-30,413.0,8750000.0,3613750000.0,Sanur,Denpasar,medium
2024-03-30,150.0,14000000.0,2100000000.0,Renon,Denpasar,small
2024-03-30,300.0,10500000.0,3150000000.0,Canggu,Badung,small
2024-03-30,500.0,3240000.0,1620000000.0,Kaba kaba,Tabanan,medium
2024-03-30,1060.0,12000000.0,12720000000.0,Denpasar Barat,Denpasar,medium
2024-03-30,400.0,2750000.0,1100000000.0,Kaba kaba,Tabanan,medium
2024-03-30,321.0,8971962.616822429,2880000000.0,Canggu,Badung,medium
2024-03-30,700.0,3750000.0,2625000000.0,Kaba kaba,Tabanan,medium
2024-03-30,1000.0,7500000.0,7500000000.0,Uluwatu,Badung,medium
2024-03-30,2600.0,4500000.0,11700000000.0,Belalang,Tabanan,large
2024-03-30,120.0,15000000.0,1800000000.0,Sanur,Denpasar,small
2024-03-30,1000.0,15000000.0,15000000000.0,Penatih,Denpasar,medium
2024-03-30,120.0,15000000.0,1800000000.0,Denpasar Timur,Denpasar,small
2024-03-30,1000.0,15000000.0,15000000000.0,Penatih,Denpasar,medium
2024-03-30,182.0,4945054.945054945,900000000.0,Denpasar Timur,Denpasar,small
2024-03-30,200.0,3250000.0,650000000.0,Goa Gong,Badung,small
2024-03-30,1130.0,7500000.0,8475000000.0,Kediri,Tabanan,medium
2024-03-30,3420.0,1250000.0,4275000000.0,Payangan,Gianyar,large
2024-01-30,459.0,9500000.0,4360500000.0,Sanur,Denpasar,medium
2024-03-30,5000.0,2500000.0,12500000000.0,Kaba kaba,Tabanan,large
2024-03-30,4700.0,4500000.0,21150000000.0,Ungasan,Badung,large
2024-03-30,1300.0,6500000.0,8450000000.0,Canggu,Badung,medium
2024-03-30,2300.0,3500000.0,8050000000.0,Balangan,Badung,large
2024-03-30,414.0,8743961.352657005,3620000000.0,Sanur Kauh,Denpasar,medium
2024-03-30,376.0,7978723.404255319,3000000000.0,Uluwatu,Badung,medium
2024-03-30,950.0,4000000.0,3800000000.0,Ungasan,Badung,medium
2024-03-30,414.0,8743961.352657005,3620000000.0,Sanur,Denpasar,medium
2024-03-30,459.0,15000000.0,6885000000.0,Sanur,Denpasar,medium
2024-03-30,1000.0,7500000.0,7500000000.0,Kerobokan,Badung,medium
2024-03-30,401.0,12000000.0,4812000000.0,Canggu,Badung,medium
2024-03-30,1100.0,6818181.818181818,7500000000.0,Gubug,Tabanan,medium
2024-03-30,1950.0,8974358.974358974,17500000000.0,Sanur,Denpasar,large
2024-03-30,1000.0,3500000.0,3500000000.0,Ubud,Gianyar,medium
2024-03-30,706.0,18413597.73371105,13000000000.0,Denpasar Timur,Denpasar,medium
2024-03-30,3000.0,10000000.0,30000000000.0,Cemagi,Badung,large
2024-03-30,300.0,7500000.0,2250000000.0,Jimbaran,Badung,small
2024-03-30,3925.0,2499363.0573248407,9810000000.0,Kerobokan,Badung,large
2024-03-30,500.0,5000000.0,2500000000.0,Denpasar Utara,Denpasar,medium
2024-03-30,4200.0,3000000.0,12600000000.0,Tegallalang,Gianyar,large
2024-03-30,6000.0,1500000.0,9000000000.0,Pancasari,Buleleng,large
2024-03-30,2000.0,2750000.0,5500000000.0,Selemadeg,Tabanan,large
2024-03-30,200.0,3500000.0,700000000.0,Ubud,Gianyar,small
2024-03-30,420.0,1142857.142857143,480000000.0,Baturiti,Tabanan,medium
2023-12-01,550.0,10000000.0,5500000000.0,Denpasar Selatan,Denpasar,medium
2024-03-30,350.0,16000000.0,5600000000.0,Canggu,Badung,medium
2024-03-30,100.0,6000000.0,600000000.0,Padangsambian,Denpasar,small
2024-03-30,700.0,7857142.857142857,5500000000.0,Nusa Dua,Badung,medium
2024-03-30,400.0,7700000.0,3080000000.0,Beraban,Tabanan,medium
2024-03-30,1000.0,2850000.0,2850000000.0,Sukawati,Gianyar,medium
2024-03-30,6000.0,4000000.0,24000000000.0,Ketewel,Gianyar,large
2024-03-30,2000.0,6000000.0,12000000000.0,Pering,Gianyar,large
2024-03-30,2000.0,7000000.0,14000000000.0,Kelating,Tabanan,large
2024-03-30,2045.0,9486552.567237163,19400000000.0,Denpasar Barat,Denpasar,large
2024-03-30,1000.0,5500000.0,5500000000.0,Ungasan,Badung,medium
2024-03-30,1590.0,5748427.672955975,9140000000.0,Dalung,Badung,large
2024-03-30,560.0,16071428.57142857,9000000000.0,Denpasar Barat,Denpasar,medium
2024-03-30,485.0,7484536.082474227,3630000000.0,Batubulan,Gianyar,medium
2024-03-30,2200.0,5500000.0,12100000000.0,Lebih,Gianyar,large
2024-03-30,6940.0,1743515.8501440922,12100000000.0,Nusa Dua,Badung,large
2024-03-30,2100.0,6500000.0,13650000000.0,Selemadeg,Tabanan,large
2024-03-30,401.0,11995012.46882793,4810000000.0,Canggu,Badung,medium
2024-03-30,1600.0,4500000.0,7200000000.0,Nusa Dua,Badung,large
2024-03-30,3000.0,3500000.0,10500000000.0,Kaba kaba,Tabanan,large
2024-03-30,1000.0,3500000.0,3500000000.0,Jimbaran,Badung,medium
2024-03-30,6200.0,4000000.0,24800000000.0,Lebih,Gianyar,large
2023-12-01,250.0,3500000.0,875000000.0,Bongan,Tabanan,small
2024-03-30,2000.0,12500000.0,25000000000.0,Kesiman,Denpasar,large
2024-03-30,1075.0,2744186.0465116277,2950000000.0,Nusa Dua,Badung,medium
2024-03-30,500.0,7000000.0,3500000000.0,Kuta Selatan,Badung,medium
2024-03-30,600.0,7000000.0,4200000000.0,Kesiman,Denpasar,medium
2024-03-30,5500.0,849090.9090909091,4670000000.0,Tegallalang,Gianyar,large
2024-03-30,900.0,13000000.0,11700000000.0,Renon,Denpasar,medium
2024-03-30,200.0,7800000.0,1560000000.0,Sanur,Denpasar,small
2024-03-30,298.0,7483221.4765100675,2230000000.0,Ungasan,Badung,small
2024-03-30,1000.0,6500000.0,6500000000.0,Canggu,Badung,medium
2024-03-30,395.0,1139240.5063291139,450000000.0,Beng,Gianyar,medium
2024-03-30,101.0,5198019.801980198,525000000.0,Pererenan,Badung,small
2024-03-30,250.0,13000000.0,3250000000.0,Kerobokan Kelod,Badung,small
2024-03-30,3660.0,7000000.0,25620000000.0,Tibubiyu,Tabanan,large
2024-03-30,5450.0,1200000.0,6540000000.0,Tampaksiring,Gianyar,large
2024-03-30,1620.0,15000000.0,24300000000.0,Kuta,Badung,large
2024-02-29,2100.0,9000000.0,18900000000.0,Nyanyi,Badung,large
2024-03-30,2750.0,3000000.0,8250000000.0,Mengwi,Badung,large
2024-03-30,5700.0,4000000.0,22800000000.0,Ungasan,Badung,large
2024-03-30,200.0,4750000.0,950000000.0,Belalang,Tabanan,small
2024-03-30,1550.0,5496774.193548387,8520000000.0,Jimbaran,Badung,large
2024-03-30,1975.0,2248101.265822785,4440000000.0,Kerambitan,Tabanan,large
2024-03-30,300.0,17000000.0,5100000000.0,Seminyak,Badung,small
2024-03-30,100.0,4500000.0,450000000.0,Peguyangan Kaja,Denpasar,small
2024-03-30,176.0,7727272.7272727275,1360000000.0,Denpasar Barat,Denpasar,small
2024-03-30,100.0,7500000.0,750000000.0,Kesiman,Denpasar,small
2024-03-30,530.0,7000000.0,3710000000.0,Pererenan,Badung,medium
2024-03-30,1500.0,13000000.0,19500000000.0,Uluwatu,Badung,medium
2024-03-30,100.0,6750000.0,675000000.0,Goa Gong,Badung,small
2024-03-30,2200.0,350000.0,770000000.0,Gerokgak,Buleleng,large
2024-03-30,229.0,13100436.681222707,3000000000.0,Renon,Denpasar,small
2024-03-30,106.0,6250000.0,662500000.0,Padangsambian,Denpasar,small
2024-03-30,1410.0,7500000.0,10575000000.0,Nusa Dua,Badung,medium
2024-03-30,440.0,8750000.0,3850000000.0,Renon,Denpasar,medium
2024-03-30,581.0,13000000.0,7553000000.0,Renon,Denpasar,medium
2024-03-30,413.0,7500000.0,3097500000.0,Kerobokan,Badung,medium
2024-03-30,220.0,17000000.0,3740000000.0,Canggu,Badung,small
2024-03-30,200.0,9000000.0,1800000000.0,Ungasan,Badung,small
2024-03-30,950.0,11000000.0,10450000000.0,Umalas,Badung,medium
2024-04-01,150.0,6500000.0,975000000.0,Belalang,Tabanan,small
2024-03-30,160.0,8750000.0,1400000000.0,Kuta,Badung,small
2024-03-30,350.0,7485714.285714285,2620000000.0,Sesetan,Denpasar,medium
2024-03-30,250.0,7600000.0,1900000000.0,Sanur,Denpasar,small
2024-03-30,284.0,9471830.985915493,2690000000.0,Renon,Denpasar,small
2024-03-30,220.0,17000000.0,3740000000.0,Canggu,Badung,small
2024-04-29,790.0,8500000.0,6715000000.0,Jimbaran,Badung,medium
2024-03-30,1500.0,13000000.0,19500000000.0,Uluwatu,Badung,medium
2024-03-30,200.0,4500000.0,900000000.0,Ungasan,Badung,small
2024-04-29,100.0,5300000.0,530000000.0,Munggu,Badung,small
2024-02-29,992.0,3500000.0,3472000000.0,Sayan,Gianyar,medium
2024-03-30,1900.0,5473684.2105263155,10400000000.0,Ubud,Gianyar,large
2024-03-30,500.0,2500000.0,1250000000.0,Bedugul,Tabanan,medium
2024-03-30,453.0,14569536.42384106,6600000000.0,Seminyak,Badung,medium
2024-03-30,2000.0,2500000.0,5000000000.0,Kemenuh,Gianyar,large
2024-03-30,1960.0,5969387.755102041,11700000000.0,Jimbaran,Badung,large
2024-03-30,500.0,7000000.0,3500000000.0,Kuta Selatan,Badung,medium
2024-03-30,300.0,9800000.0,2940000000.0,Kuta,Badung,small
2024-03-30,401.0,12000000.0,4812000000.0,Canggu,Badung,medium
2024-03-30,401.0,11995012.46882793,4810000000.0,Canggu,Badung,medium
2024-03-30,600.0,4500000.0,2700000000.0,Jimbaran,Badung,medium
2024-03-30,325.0,12984615.384615384,4219999999.9999995,Sunset Road,Badung,medium
2024-03-30,440.0,8750000.0,3850000000.0,Denpasar Selatan,Denpasar,medium
2024-03-30,200.0,7000000.0,1400000000.0,Panjer,Denpasar,small
2024-03-30,3200.0,7000000.0,22400000000.0,Canggu,Badung,large
2024-03-30,1000.0,3750000.0,3750000000.0,Antap,Tabanan,medium
2024-03-30,1000.0,7500000.0,7500000000.0,Uluwatu,Badung,medium
2024-03-30,450.0,5750000.0,2587500000.0,Kuta Selatan,Badung,medium
2024-03-30,160.0,13500000.0,2160000000.0,Tuban,Badung,small
2024-03-30,300.0,10000000.0,3000000000.0,Canggu,Badung,small
2024-03-30,500.0,8500000.0,4250000000.0,Denpasar Utara,Denpasar,medium
2024-03-30,1700.0,2247058.8235294116,3820000000.0,Kaba kaba,Tabanan,large
2024-03-30,600.0,2850000.0,1710000000.0,Sukawati,Gianyar,medium
2024-03-30,1250.0,12000000.0,15000000000.0,Denpasar Barat,Denpasar,medium
2024-03-30,300.0,5000000.0,1500000000.0,Jimbaran,Badung,small
2024-03-30,400.0,4750000.0,1900000000.0,Ungasan,Badung,medium
2024-03-30,240.0,7750000.0,1860000000.0,Denpasar Timur,Denpasar,small
2024-03-30,1750.0,5500000.0,9625000000.0,Goa Gong,Badung,large
2024-03-30,300.0,4500000.0,1350000000.0,Dalung,Badung,small
2024-03-30,300.0,4000000.0,1200000000.0,Ungasan,Badung,small
2024-03-30,500.0,7000000.0,3500000000.0,Kuta,Badung,medium
2024-03-30,401.0,11995012.46882793,4810000000.0,Canggu,Badung,medium
2024-03-30,1620.0,8500000.0,13770000000.0,Tuban,Badung,large
2024-03-30,2240.0,2232142.8571428573,5000000000.0,Sempidi,Badung,large
2024-03-30,176.0,7500000.0,1320000000.0,Denpasar Barat,Denpasar,small
2024-03-30,2600.0,5500000.0,14300000000.0,Batubulan,Gianyar,large
2024-03-30,800.0,8500000.0,6800000000.0,Denpasar Barat,Denpasar,medium
2024-01-30,260.0,8000000.0,2080000000.0,Jimbaran,Badung,small
2024-03-30,295.0,7000000.0,2065000000.0,Gatot Subroto,Denpasar,small
2024-04-15,5250.0,5000000.0,26250000000.0,Kelating,Tabanan,large
2024-03-30,200.0,7000000.0,1400000000.0,Panjer,Denpasar,small
2024-03-30,4300.0,3500000.0,15050000000.0,Bedulu,Gianyar,large
2024-03-30,144.0,1500000.0,216000000.0,Selemadeg,Tabanan,small
2024-03-30,300.0,3900000.0,1170000000.0,Ungasan,Badung,small
2024-03-30,220.0,17000000.0,3740000000.0,Canggu,Badung,small
2024-03-30,428.0,7546728.971962617,3230000000.0,Ungasan,Badung,medium
2024-03-30,420.0,1071428.5714285714,450000000.0,Baturiti,Tabanan,medium
2024-03-30,1879.0,3000000.0,5637000000.0,Pecatu,Badung,large
2024-03-30,1025.0,7999999.999999999,8199999999.999999,Jimbaran,Badung,medium
2024-03-30,100.0,5950000.0,595000000.0,Kesiman,Denpasar,small
2024-03-30,200.0,5000000.0,1000000000.0,Denpasar Barat,Denpasar,small
2024-03-30,367.0,8474114.441416893,3110000000.0,Denpasar Barat,Denpasar,medium
2024-03-30,950.0,6500000.0,6175000000.0,Tangguntiti,Tabanan,medium
2024-03-30,520.0,4000000.0,2080000000.0,Mengwi,Badung,medium
2024-02-29,1000.0,7000000.0,7000000000.0,Mahendradata,Denpasar,medium
2024-03-30,1000.0,8500000.0,8500000000.0,Canggu,Badung,medium
2024-03-30,1375.0,12000000.0,16500000000.0,Kerobokan,Badung,medium
2024-04-24,3000.0,8500000.0,25500000000.0,Cemagi,Badung,large
2024-03-30,780.0,16000000.0,12480000000.0,Canggu,Badung,medium
2024-03-30,1326.0,13000000.0,17238000000.0,Canggu,Badung,medium
2024-03-30,300.0,5000000.0,1500000000.0,Jimbaran,Badung,small
2024-03-30,2800.0,8250000.0,23100000000.0,Kerobokan,Badung,large
2024-03-30,1000.0,6500000.0,6500000000.0,Canggu,Badung,medium
2024-03-30,27.0,3000000.0,81000000.0,Mengwi,Badung,small
2024-03-30,300.0,17000000.0,5100000000.0,Seminyak,Badung,small
2024-03-30,110.0,4500000.0,495000000.0,Dalung,Badung,small
2024-03-30,1000.0,7500000.0,7500000000.0,Uluwatu,Badung,medium
2024-03-30,5600.0,3300000.0,18480000000.0,Kaba kaba,Tabanan,large
2024-03-30,500.0,7000000.0,3500000000.0,Belalang,Tabanan,medium
2024-03-30,300.0,5000000.0,1500000000.0,Jimbaran,Badung,small
2024-03-30,400.0,5500000.0,2200000000.0,Munggu,Badung,medium
2024-03-30,950.0,3500000.0,3325000000.0,Saba,Gianyar,medium
2024-03-30,100.0,4500000.0,450000000.0,Ungasan,Badung,small
2024-03-30,1000.0,15000000.0,15000000000.0,Umalas,Badung,medium
2023-11-01,300.0,3900000.0,1170000000.0,Ketewel,Gianyar,small
2024-04-29,183.0,4500000.0,823500000.0,Dalung,Badung,small
2024-03-30,730.0,10000000.0,7300000000.0,Ubud,Gianyar,medium
2024-03-30,1060.0,12452830.188679244,13200000000.0,Gunung Salak,Badung,medium
2024-03-30,2200.0,7500000.0,16500000000.0,Nyanyi,Badung,large
2024-03-30,1200.0,8250000.0,9900000000.0,Beraban,Tabanan,medium
2024-03-30,159.0,6289308.176100629,1000000000.0,Sesetan,Denpasar,small
2024-03-30,200.0,4750000.0,950000000.0,Belalang,Tabanan,small
2024-03-30,309.0,12977346.278317152,4010000000.0,Renon,Denpasar,medium
2024-03-30,480.0,8750000.0,4200000000.0,Renon,Denpasar,medium
2024-03-30,220.0,17000000.0,3740000000.0,Canggu,Badung,small
2024-03-30,260.0,8500000.0,2210000000.0,Renon,Denpasar,small
2024-03-30,200.0,4750000.0,950000000.0,Belalang,Tabanan,small
2024-03-30,670.0,3492537.313432836,2340000000.0,Kaba kaba,Tabanan,medium
2024-03-30,500.0,17000000.0,8500000000.0,Nusa Dua,Badung,medium
2024-03-30,5600.0,3300000.0,18480000000.0,Kaba kaba,Tabanan,large
2024-03-30,300.0,6500000.0,1950000000.0,Belalang,Tabanan,small
2024-03-30,300.0,5500000.0,1650000000.0,Belalang,Tabanan,small
2024-03-30,3075.0,4910569.105691057,15100000000.0,Canggu,Badung,large
2024-03-30,1930.0,3000000.0,5790000000.0,Balangan,Badung,large
2024-03-30,700.0,8000000.0,5600000000.0,Canggu,Badung,medium
2024-03-30,260.0,8500000.0,2210000000.0,Renon,Denpasar,small
2024-03-30,300.0,3500000.0,1050000000.0,Beraban,Tabanan,small
2024-03-30,6900.0,1500000.0,10350000000.0,Les,Buleleng,large
2024-03-30,440.0,9000000.0,3960000000.0,Renon,Denpasar,medium
2024-03-30,3050.0,4983606.557377049,15200000000.0,Canggu,Badung,large
2024-03-30,150.0,3950000.0,592500000.0,Jimbaran,Badung,small
2024-03-30,300.0,4500000.0,1350000000.0,Dalung,Badung,small
2024-03-30,401.0,9750000.0,3909750000.0,Denpasar Barat,Denpasar,medium
2024-03-30,3800.0,4500000.0,17100000000.0,Tulikup,Gianyar,large
2024-03-30,3800.0,4500000.000000001,17100000000.000002,Tulikup,Gianyar,large
2024-03-30,1948.0,4750000.0,9253000000.0,Tegallalang,Gianyar,large
2024-03-30,220.0,7727272.7272727275,1700000000.0,Denpasar Barat,Denpasar,small
2024-03-30,380.0,4236842.105263158,1610000000.0,Keramas,Gianyar,medium
2024-03-30,1640.0,3396341.463414634,5570000000.0,Benoa,Badung,large
2024-02-29,321.0,13000000.0,4173000000.0,Umalas,Badung,medium
2024-04-22,448.0,12500000.0,5600000000.0,Canggu,Badung,medium
2024-03-30,280.0,7500000.0,2100000000.0,Denpasar Selatan,Denpasar,small
2024-03-30,3500.0,1500000.0,5250000000.0,Bedugul,Tabanan,large
2024-03-30,200.0,7500000.0,1500000000.0,Denpasar Barat,Denpasar,small
2024-03-30,309.0,13000000.0,4017000000.0,Renon,Denpasar,medium
2024-03-30,350.0,6200000.0,2170000000.0,Renon,Denpasar,medium
2024-03-30,200.0,5100000.0,1020000000.0,Sanur,Denpasar,small
2024-03-30,230.0,7478260.869565218,1720000000.0,Sanur Kauh,Denpasar,small
2024-04-22,500.0,9000000.0,4500000000.0,Tanah Lot,Tabanan,medium
2024-03-30,1885.0,12732095.49071618,24000000000.0,Sanur,Denpasar,large
2024-03-30,919.0,12000000.0,11028000000.0,Renon,Denpasar,medium
2024-03-30,2135.0,5300000.0,11315500000.0,Pecatu,Badung,large
2024-03-30,500.0,5000000.0,2500000000.0,Ungasan,Badung,medium
